,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
st,0.0161695722,-0.0528077669,-0.084761925,-0.151814312,0.056946408,-0.0435359292,-0.0589034408,-0.00646061031,0.0388839692,-0.0576522239,0.0822594911,-0.0269172043,4.81237257e-05,-0.114470303,0.0560801812,0.0134104779,0.0644216314,-0.128201604,0.0172122531,-0.118961848,-0.122298427,0.00864622928,-0.0866868719,0.133719787,0.067180723,-0.00226181513,0.138467997,0.0697473213,-0.0746238604,-0.102728114,-0.040680591,0.0408730842,0.0162337366,0.00445946539,0.0722497553,0.0471291691,0.0309275147,-0.0246553887,0.132436499,-0.0213669352,0.0452042185,0.0555026978,0.00654482655,-0.0544760562,-0.107797146,-0.179918572,0.0526152737,-0.0467762612,0.0172764175,0.0803345367,-0.0425092913,0.0457175411,0.136029735,-0.127944946,0.0159369744,0.112417027,0.0732122287,-0.0206932016,0.0386593938,-0.135773078,-0.0354832262,-0.0809120238,-0.0160091594,0.203017965,0.0809761882,0.10632135,0.0124640446,0.00370552693,-0.00861414708,-0.0581013784,-0.0211423561,-0.145526141,0.0254734922,-0.192623228,-0.0119346837,-0.0359644629,-0.0393972918,0.0988782123,-0.071479775,-0.183126822,-0.0893817991,-0.0374081768,-0.0186078399,0.129869893,0.145141155,-0.0351303183,0.149761036,-0.0668598935,-0.117421895,0.114534467,0.0791795701,-0.03760067,-0.0854677409,-0.0910500884,0.113764487,0.0666674003,-0.0512998924,-0.176197007,-0.152455971,0.0701323077,-0.0816178396,0.136671379,0.112288691,-0.0886118189,-0.000208536148,0.0413222387,-0.0354190618,0.0196023975,-0.0535777472,-0.128522426,0.0800778791,0.0495674387,0.113571994,0.141804576,0.0136671383,0.052134037,-0.0401672684,0.137569696,0.131345689,0.0839919448,-0.023468338,-0.107540488,0.113315336,0.0435680151,0.119475171,-0.18761836,0.125827506,-0.0164262317
